State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Punjab,Ludhiana,Sahnewal,"Peas Wet","Peas Wet",FAQ,22/03/2025,2000,2300,2300
Punjab,Mohali,Kharar,Onion,Other,Non-FAQ,22/03/2025,1800,2500,2000
Punjab,Tarntaran,Patti,Apple,Other,Medium,22/03/2025,8000,9000,8500
Punjab,Tarntaran,Patti,Ginger(Dry),Other,FAQ,22/03/2025,2500,3000,2800
Punjab,Tarntaran,Patti,Potato,Other,FAQ,22/03/2025,400,500,450
Rajasthan,Alwar,Kherli,Mustard,Other,Non-FAQ,22/03/2025,5125,5775,5580
Rajasthan,Barmer,Barmer,"Moath Dal",Other,FAQ,22/03/2025,4000,4600,4300
Rajasthan,Barmer,Dhorimanna,"Cummin Seed(Jeera)",Bold,FAQ,22/03/2025,17000,21000,19000
Rajasthan,Barmer,Dhorimanna,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",FAQ,22/03/2025,17000,19000,18000
Rajasthan,Bikaner,"Bikaner (F&V)",Apple,Other,Medium,22/03/2025,6400,6600,6500
Rajasthan,Bikaner,"Bikaner (F&V)",Carrot,Other,FAQ,22/03/2025,1100,1300,1200
Rajasthan,Bikaner,"Bikaner (F&V)","Green Chilli",Other,FAQ,22/03/2025,2000,2200,2100
Rajasthan,Bikaner,"Bikaner (F&V)","Mango (Raw-Ripe)",Other,FAQ,22/03/2025,4900,5100,5000
Rajasthan,Bikaner,"Bikaner (F&V)",Onion,Other,FAQ,22/03/2025,1300,1500,1400
Rajasthan,Bikaner,"Bikaner (F&V)",Papaya,Other,Medium,22/03/2025,2900,3100,3000
Rajasthan,Bikaner,"Bikaner (F&V)",Potato,Other,FAQ,22/03/2025,1100,1300,1200
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Brinjal,Brinjal,FAQ,22/03/2025,1800,2200,2000
Rajasthan,Hanumangarh,Rawatsar,Tomato,Deshi,FAQ,22/03/2025,1100,1200,1150
Rajasthan,"Jaipur Rural",Bassi,"Barley (Jau)",Other,Non-FAQ,22/03/2025,1900,2077,1988
Rajasthan,"Jaipur Rural",Bassi,Taramira,Other,FAQ,22/03/2025,4790,4854,4822
Rajasthan,"Jaipur Rural",Bassi,Wheat,Other,Non-FAQ,22/03/2025,2375,2645,2510
Rajasthan,Jalore,Jalore,"Bottle gourd",Other,FAQ,22/03/2025,400,600,500
Rajasthan,"Jodhpur Rural","Ositan Mathania",Groundnut,Other,FAQ,22/03/2025,5000,5800,5400
Rajasthan,Kota,Kota,"Black Gram (Urd Beans)(Whole)",Other,FAQ,22/03/2025,5535,6900,6300
Rajasthan,Kota,Kota,Jowar(Sorghum),Other,Non-FAQ,22/03/2025,1651,2400,2350
Rajasthan,Kota,Kota,Maize,Other,FAQ,22/03/2025,2031,2301,2250
Rajasthan,Pali,Rani,Methi(Leaves),Other,FAQ,22/03/2025,4200,4750,4551
Rajasthan,Pali,Rani,Mustard,Other,FAQ,22/03/2025,5270,5501,5350
Telangana,Hyderabad,"L B Nagar","Green Chilli","Green Chilly",FAQ,22/03/2025,2000,3000,2500
Telangana,Hyderabad,"Mahboob Manison",Onion,"1st Sort",Non-FAQ,22/03/2025,400,1500,1300
Telangana,Hyderabad,"Mahboob Manison",Turmeric,Bulb,FAQ,22/03/2025,12000,16000,14000
Telangana,Karimnagar,Husnabad,Maize,Medium,Non-FAQ,22/03/2025,2225,2300,2270
Telangana,Khammam,Khammam,Tomato,Local,FAQ,22/03/2025,700,1000,700
Telangana,Nalgonda,Devarkonda(Dindi),Paddy(Dhan)(Common),MTU-1010,Non-FAQ,22/03/2025,2300,2300,2300
Telangana,Nalgonda,Kodad,Paddy(Dhan)(Common),"B P T",FAQ,22/03/2025,2300,2300,2300
Telangana,Nalgonda,Tirumalagiri,Paddy(Dhan)(Common),"Samba Masuri",FAQ,22/03/2025,2300,2300,2300
Telangana,"Ranga Reddy",Chevella,"Green Chilli","Green Chilly",FAQ,22/03/2025,5000,5000,5000
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Cabbage,Cabbage,FAQ,22/03/2025,800,800,800
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)","Leafy Vegetable","Leafy Vegetables",FAQ,22/03/2025,2000,2000,2000
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Potato,"(Red Nanital)",FAQ,22/03/2025,2500,2500,2500
Telangana,Warangal,Warangal,Cabbage,Cabbage,FAQ,22/03/2025,700,800,750
Telangana,Warangal,Warangal,Capsicum,Capsicum,FAQ,22/03/2025,4500,5000,4750
Telangana,Warangal,Warangal,"Green Chilli","Green Chilly",FAQ,22/03/2025,1400,1600,1500
Telangana,Warangal,Warangal,Potato,Potato,FAQ,22/03/2025,2600,2800,2700
Tripura,"North Tripura",Dasda,Potato,Local,FAQ,22/03/2025,1500,2000,1750
Tripura,"South District",Barpathari,Cucumbar(Kheera),Cucumbar,FAQ,22/03/2025,1900,2100,2000
Tripura,Unokoti,Pabiacherra,Cauliflower,Local,FAQ,22/03/2025,1400,1600,1500
Tripura,Unokoti,Pabiacherra,Fish,Rahu(Andhra),FAQ,22/03/2025,15100,15300,15200
Tripura,Unokoti,Pabiacherra,Onion,Nasik,Non-FAQ,22/03/2025,2400,2600,2500
Tripura,Unokoti,Pabiacherra,Potato,Jyoti,Non-FAQ,22/03/2025,1400,1600,1500
"Uttar Pradesh",Agra,Achnera,Potato,Desi,FAQ,22/03/2025,1020,1220,1120
"Uttar Pradesh",Agra,Fatehabad,"Bajra(Pearl Millet/Cumbu)",Deshi,FAQ,22/03/2025,2200,2300,2250
"Uttar Pradesh",Agra,Fatehabad,Cucumbar(Kheera),Cucumbar,FAQ,22/03/2025,700,800,750
"Uttar Pradesh",Aligarh,Atrauli,Pumpkin,Pumpkin,FAQ,22/03/2025,900,1000,950
"Uttar Pradesh",Aligarh,Atrauli,Wood,Other,FAQ,22/03/2025,500,600,550
"Uttar Pradesh",Aligarh,Charra,"Bottle gourd","Bottle Gourd",FAQ,22/03/2025,1400,1600,1500
"Uttar Pradesh",Aligarh,Charra,Tomato,Deshi,FAQ,22/03/2025,800,900,850
"Uttar Pradesh",Aligarh,Khair,Onion,Red,Non-FAQ,22/03/2025,2000,2200,2100
"Uttar Pradesh",Aligarh,Khair,Tomato,Hybrid,Non-FAQ,22/03/2025,800,1000,900
"Uttar Pradesh",Amroha,Hasanpur,Banana,Other,Medium,22/03/2025,1810,2000,1850
"Uttar Pradesh",Amroha,Hasanpur,Capsicum,Capsicum,FAQ,22/03/2025,1410,1500,1450
"Uttar Pradesh",Amroha,Hasanpur,Potato,Badshah,Non-FAQ,22/03/2025,710,800,750
"Uttar Pradesh",Azamgarh,Azamgarh,Apple,Delicious,Medium,22/03/2025,8625,8775,8700
"Uttar Pradesh",Azamgarh,Azamgarh,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,22/03/2025,12375,12475,12425
"Uttar Pradesh",Azamgarh,Azamgarh,Cabbage,Cabbage,FAQ,22/03/2025,625,775,700
"Uttar Pradesh",Azamgarh,Azamgarh,"Field Pea","Field Pea",FAQ,22/03/2025,2825,2975,2900
"Uttar Pradesh",Azamgarh,Azamgarh,Papaya,Papaya,Medium,22/03/2025,2565,2715,2640
"Uttar Pradesh",Azamgarh,Azamgarh,Pomegranate,Pomogranate,Medium,22/03/2025,7875,8025,7950
"Uttar Pradesh",Azamgarh,Azamgarh,Pumpkin,Pumpkin,FAQ,22/03/2025,1225,1375,1300
"Uttar Pradesh",Azamgarh,Azamgarh,Wheat,Dara,FAQ,22/03/2025,2825,2925,2875
"Uttar Pradesh",Azamgarh,Azamgarh,"White Peas","White Peas",FAQ,22/03/2025,4465,4565,4515
"Uttar Pradesh",Badaun,Badayoun,Cauliflower,Cauliflower,FAQ,22/03/2025,860,1000,915
"Uttar Pradesh",Badaun,Badayoun,"Green Chilli","Green Chilly",FAQ,22/03/2025,2880,3020,2930
"Uttar Pradesh",Badaun,Badayoun,Lemon,Lemon,FAQ,22/03/2025,5960,6120,6010
"Uttar Pradesh",Badaun,Bilsi,Cabbage,Cabbage,FAQ,22/03/2025,900,1000,950
"Uttar Pradesh",Badaun,Bilsi,Cauliflower,Local,FAQ,22/03/2025,1000,1100,1050
"Uttar Pradesh",Badaun,Bilsi,Garlic,Garlic,FAQ,22/03/2025,6950,7050,7000
"Uttar Pradesh",Badaun,Bilsi,Gur(Jaggery),Red,FAQ,22/03/2025,4100,4150,4120
"Uttar Pradesh",Badaun,Bilsi,Lemon,Lemon,FAQ,22/03/2025,5850,5900,5875
"Uttar Pradesh",Badaun,Bilsi,Tomato,Local,FAQ,22/03/2025,600,700,650
"Uttar Pradesh",Badaun,Shahaswan,Apple,Other,Medium,22/03/2025,6800,7200,7000
"Uttar Pradesh",Badaun,Shahaswan,Grapes,Annabesahai,Medium,22/03/2025,4500,5500,5000
"Uttar Pradesh",Baghpat,Baraut,Apple,"Kasmir/Shimla - II",Medium,22/03/2025,8450,8650,8550
"Uttar Pradesh",Baghpat,Baraut,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,22/03/2025,12100,12400,12250
"Uttar Pradesh",Baghpat,Baraut,"Bottle gourd","Bottle Gourd",FAQ,22/03/2025,1350,1450,1400
"Uttar Pradesh",Baghpat,Baraut,Cauliflower,Cauliflower,FAQ,22/03/2025,820,950,890
"Uttar Pradesh",Baghpat,Baraut,"Green Gram Dal (Moong Dal)","Green Gram Dal",FAQ,22/03/2025,9830,10100,9935
"Uttar Pradesh",Baghpat,Baraut,Papaya,Papaya,Medium,22/03/2025,2750,2950,2840
"Uttar Pradesh",Baghpat,Baraut,Potato,Desi,FAQ,22/03/2025,900,1150,1020
"Uttar Pradesh",Ballia,Ballia,"Green Chilli","Green Chilly",FAQ,22/03/2025,2820,2880,2850
"Uttar Pradesh",Ballia,Ballia,Wheat,Dara,FAQ,22/03/2025,2850,2890,2870
"Uttar Pradesh",Ballia,Rasda,"Barley (Jau)",Dara,FAQ,22/03/2025,2450,2590,2510
"Uttar Pradesh",Ballia,Rasda,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,22/03/2025,7250,7410,7330
"Uttar Pradesh",Ballia,Rasda,Raddish,Other,FAQ,22/03/2025,750,890,820
"Uttar Pradesh",Balrampur,Tulsipur,Cauliflower,Cauliflower,FAQ,22/03/2025,1230,1270,1250
"Uttar Pradesh",Balrampur,Tulsipur,"Field Pea","Field Pea",FAQ,22/03/2025,3110,3150,3130
"Uttar Pradesh",Balrampur,Tulsipur,Pumpkin,Pumpkin,FAQ,22/03/2025,1500,1550,1530
"Uttar Pradesh",Banda,Atarra,Gur(Jaggery),Red,FAQ,22/03/2025,4020,4220,4120
"Uttar Pradesh",Banda,Atarra,Potato,Desi,FAQ,22/03/2025,1185,1320,1250
"Uttar Pradesh",Barabanki,Safdarganj,"Banana - Green","Banana - Green",FAQ,22/03/2025,1800,1840,1820
"Uttar Pradesh",Barabanki,Safdarganj,Cauliflower,Cauliflower,FAQ,22/03/2025,700,800,750
"Uttar Pradesh",Barabanki,Safdarganj,"Lentil (Masur)(Whole)","Masur Dal",FAQ,22/03/2025,6750,6850,6800
"Uttar Pradesh",Barabanki,Safdarganj,Mustard,"Lohi Black",Non-FAQ,22/03/2025,5500,5580,5550
"Uttar Pradesh",Barabanki,Safdarganj,Potato,Desi,Non-FAQ,22/03/2025,1000,1100,1050
"Uttar Pradesh",Barabanki,Safdarganj,Rice,III,FAQ,22/03/2025,3200,3300,3250
"Uttar Pradesh",Bijnor,Bijnaur,Potato,Desi,FAQ,22/03/2025,1090,1150,1120
"Uttar Pradesh",Bijnor,Bijnaur,Tomato,Hybrid,FAQ,22/03/2025,680,740,700
"Uttar Pradesh",Bijnor,Nagina,Lemon,Lemon,FAQ,22/03/2025,4000,5500,5000
"Uttar Pradesh",Bulandshahar,"Anoop Shahar",Ginger(Green),"Green Ginger",FAQ,22/03/2025,4000,4400,4200
"Uttar Pradesh",Bulandshahar,"Anoop Shahar",Onion,Red,FAQ,22/03/2025,1800,2200,2000
"Uttar Pradesh",Bulandshahar,"Anoop Shahar",Tomato,Deshi,FAQ,22/03/2025,600,1000,800
"Uttar Pradesh",Bulandshahar,Gulavati,"Bitter gourd","Bitter Gourd",FAQ,22/03/2025,1500,1700,1600
"Uttar Pradesh",Bulandshahar,Gulavati,Carrot,Carrot,FAQ,22/03/2025,1200,1400,1300
"Uttar Pradesh",Bulandshahar,Gulavati,Pumpkin,Other,FAQ,22/03/2025,750,850,800
"Uttar Pradesh",Bulandshahar,Jahangirabad,Cauliflower,Cauliflower,FAQ,22/03/2025,840,1030,935
"Uttar Pradesh",Bulandshahar,Jahangirabad,"Green Chilli","Green Chilly",FAQ,22/03/2025,3048,3255,3150
"Uttar Pradesh",Bulandshahar,Jahangirabad,Gur(Jaggery),Yellow,FAQ,22/03/2025,3860,4070,3965
"Uttar Pradesh",Bulandshahar,Jahangirabad,Tomato,Deshi,FAQ,22/03/2025,605,790,695
"Uttar Pradesh",Bulandshahar,Sikarpur,Cabbage,Cabbage,FAQ,22/03/2025,800,1000,900
"Uttar Pradesh",Bulandshahar,Sikarpur,Cauliflower,Cauliflower,FAQ,22/03/2025,700,800,750
"Uttar Pradesh",Bulandshahar,Sikarpur,Garlic,Garlic,FAQ,22/03/2025,5400,5600,5500
"Uttar Pradesh",Bulandshahar,Sikarpur,"Green Peas","Green Peas",FAQ,22/03/2025,1400,1500,1450
"Uttar Pradesh",Bulandshahar,Sikarpur,Onion,Red,FAQ,22/03/2025,1400,1500,1450
"Uttar Pradesh",Bulandshahar,Sikarpur,Potato,Potato,FAQ,22/03/2025,750,1150,950
"Uttar Pradesh",Bulandshahar,Sikarpur,Raddish,Raddish,FAQ,22/03/2025,600,800,700
"Uttar Pradesh",Deoria,Devariya,Onion,Red,FAQ,22/03/2025,2455,2475,2460
"Uttar Pradesh",Deoria,Devariya,Tomato,Hybrid,FAQ,22/03/2025,570,610,580
"Uttar Pradesh",Fatehpur,Khaga,"Green Chilli","Green Chilly",FAQ,22/03/2025,3000,3200,3150
"Uttar Pradesh",Fatehpur,Khaga,Papaya,Papaya,Medium,22/03/2025,2660,2815,2750
"Uttar Pradesh",Fatehpur,Khaga,Pumpkin,Pumpkin,FAQ,22/03/2025,750,900,850
"Uttar Pradesh",Hamirpur,Kurara,Wheat,Dara,FAQ,22/03/2025,2500,2600,2550
"Uttar Pradesh",Hardoi,Madhoganj,Onion,Red,FAQ,22/03/2025,2400,2450,2420
"Uttar Pradesh",Hardoi,Madhoganj,Potato,Badshah,FAQ,22/03/2025,1050,1100,1075
"Uttar Pradesh",Hardoi,Sandi,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,22/03/2025,11850,12150,11970
"Uttar Pradesh",Hardoi,Sandi,"Mustard Oil","Mustard Oil",FAQ,22/03/2025,14400,14450,14425
"Uttar Pradesh",Hardoi,Sandi,Paddy(Dhan)(Common),Common,FAQ,22/03/2025,2280,2320,2300
"Uttar Pradesh",Hathras,Shadabad,Potato,Desi,FAQ,22/03/2025,800,900,850
"Uttar Pradesh","Jalaun (Orai)",Ait,Wheat,Dara,FAQ,22/03/2025,2450,2500,2480
"Uttar Pradesh","Jalaun (Orai)",Jalaun,Brinjal,Round/Long,FAQ,22/03/2025,400,600,500
"Uttar Pradesh","Jalaun (Orai)",Jalaun,Cabbage,Cabbage,FAQ,22/03/2025,400,600,500
"Uttar Pradesh","Jalaun (Orai)",Jalaun,Cucumbar(Kheera),Cucumbar,FAQ,22/03/2025,1200,1500,1400
"Uttar Pradesh","Jalaun (Orai)",Jalaun,"Green Chilli","Green Chilly",FAQ,22/03/2025,3700,4200,4000
"Uttar Pradesh","Jalaun (Orai)",Jalaun,"Jack Fruit","Jack Fruit",Medium,22/03/2025,2000,2300,2200
"Uttar Pradesh","Jalaun (Orai)",Madhogarh,Peas(Dry),Peas(Dry),FAQ,22/03/2025,3000,3300,3150
"Uttar Pradesh",Jaunpur,Jaunpur,Cucumbar(Kheera),Cucumbar,FAQ,22/03/2025,2320,2385,2350
"Uttar Pradesh",Jaunpur,Jaunpur,Orange,Orange,Medium,22/03/2025,3900,3960,3925
"Uttar Pradesh",Jaunpur,Jaunpur,Peas(Dry),Peas(Dry),FAQ,22/03/2025,4450,4550,4500
"Uttar Pradesh",Jaunpur,Jaunpur,Pumpkin,Pumpkin,FAQ,22/03/2025,1270,1330,1300
"Uttar Pradesh",Jaunpur,Jaunpur,Wheat,Dara,FAQ,22/03/2025,2750,2835,2800
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,22/03/2025,7160,7360,7260
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,"Bottle gourd","Bottle Gourd",FAQ,22/03/2025,1385,1585,1485
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Carrot,Carrot,FAQ,22/03/2025,1280,1480,1380
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,"Green Chilli","Green Chilly",FAQ,22/03/2025,2950,3150,3050
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Wheat,Dara,FAQ,22/03/2025,2765,2965,2865
"Uttar Pradesh",Kannuj,Chhibramau,Apple,Delicious,Medium,22/03/2025,8350,8550,8450
"Uttar Pradesh",Kannuj,Chhibramau,Banana,"Banana - Ripe",Medium,22/03/2025,3100,3300,3200
"Uttar Pradesh",Kannuj,Chhibramau,"Bottle gourd","Bottle Gourd",FAQ,22/03/2025,1200,1300,1250
"Uttar Pradesh",Kannuj,Chhibramau,Brinjal,Round/Long,FAQ,22/03/2025,1400,1550,1480
"Uttar Pradesh",Kannuj,Chhibramau,"Green Chilli","Green Chilly",FAQ,22/03/2025,2850,3050,2950
"Uttar Pradesh",Kannuj,Chhibramau,Pomegranate,Pomogranate,Medium,22/03/2025,7450,7650,7550
"Uttar Pradesh",Kannuj,Chhibramau,Pumpkin,Pumpkin,FAQ,22/03/2025,1325,1425,1370
"Uttar Pradesh",Kannuj,Chhibramau,Rice,III,FAQ,22/03/2025,2975,3100,3025
"Uttar Pradesh",Kannuj,Chhibramau,Wheat,Dara,FAQ,22/03/2025,2750,2800,2780
"Uttar Pradesh",Kanpur,Uttaripura,"Barley (Jau)",Dara,FAQ,22/03/2025,2420,2520,2470
"Uttar Pradesh",Kanpur,Uttaripura,Brinjal,"Arkasheela Mattigulla",FAQ,22/03/2025,1420,1620,1520
"Uttar Pradesh",Kanpur,Uttaripura,Cabbage,Cabbage,FAQ,22/03/2025,785,985,885
"Uttar Pradesh",Kanpur,Uttaripura,Carrot,Carrot,FAQ,22/03/2025,1200,1400,1300
"Uttar Pradesh",Kanpur,Uttaripura,Ginger(Green),"Green Ginger",FAQ,22/03/2025,4100,4300,4200
"Uttar Pradesh",Kanpur,Uttaripura,"Green Chilli","Green Chilly",FAQ,22/03/2025,2860,3060,2960
"Uttar Pradesh",Kanpur,Uttaripura,Paddy(Dhan)(Common),Common,FAQ,22/03/2025,2250,2350,2300
"Uttar Pradesh",Kanpur,Uttaripura,Rice,III,FAQ,22/03/2025,3000,3100,3050
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Onion,Red,FAQ,22/03/2025,2750,2790,2775
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Pumpkin,Pumpkin,FAQ,22/03/2025,1600,1660,1640
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Wheat,Dara,FAQ,22/03/2025,2700,2800,2750
"Uttar Pradesh",Kushinagar,"Tamkuhi road",Onion,Red,FAQ,22/03/2025,1650,1700,1675
"Uttar Pradesh",Lalitpur,Mehrauni,Soyabean,Soyabeen,Non-FAQ,22/03/2025,3800,4000,3900
"Uttar Pradesh",Maharajganj,Anandnagar,Onion,Red,FAQ,22/03/2025,2600,3000,2800
"Uttar Pradesh",Maharajganj,Anandnagar,Papaya,Papaya,Medium,22/03/2025,1800,2200,2000
"Uttar Pradesh",Maharajganj,Gadaura,"Peas cod",Other,FAQ,22/03/2025,2000,2200,2100
"Uttar Pradesh",Maharajganj,Gadaura,Tomato,Hybrid,FAQ,22/03/2025,900,1100,1000
"Uttar Pradesh",Maharajganj,Nautnava,Paddy(Dhan)(Common),"Paddy Coarse",FAQ,22/03/2025,2200,2350,2300
"Uttar Pradesh",Mahoba,Charkhari,Wheat,"147 Average",FAQ,22/03/2025,2600,2600,2600
"Uttar Pradesh",Mahoba,Charkhari,Wood,Other,FAQ,22/03/2025,420,420,420
"Uttar Pradesh",Mahoba,Mahoba,Banana,"Banana - Ripe",Medium,22/03/2025,2600,2700,2660
"Uttar Pradesh",Mahoba,Mahoba,Cabbage,Cabbage,FAQ,22/03/2025,820,900,870
"Uttar Pradesh",Mahoba,Mahoba,Pumpkin,Pumpkin,FAQ,22/03/2025,1100,1200,1150
"Uttar Pradesh",Mahoba,Mahoba,Raddish,Raddish,FAQ,22/03/2025,1000,1100,1050
"Uttar Pradesh",Mainpuri,Mainpuri,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,22/03/2025,10665,10840,10755
"Uttar Pradesh",Mainpuri,Mainpuri,Cucumbar(Kheera),Cucumbar,FAQ,22/03/2025,1280,1470,1390
"Uttar Pradesh",Mainpuri,Mainpuri,Grapes,Green,Medium,22/03/2025,5880,6070,5990
"Uttar Pradesh",Mainpuri,Mainpuri,"Mousambi(Sweet Lime)",Mousambi,Medium,22/03/2025,3245,3430,3335
"Uttar Pradesh",Mainpuri,Mainpuri,Onion,Red,FAQ,22/03/2025,2160,2350,2270
"Uttar Pradesh",Mainpuri,Mainpuri,Paddy(Dhan)(Basmati),"Basmati 1509",FAQ,22/03/2025,2300,2500,2425
"Uttar Pradesh",Mainpuri,Mainpuri,Papaya,Papaya,Medium,22/03/2025,2965,3155,3075
"Uttar Pradesh",Mainpuri,Mainpuri,Wheat,Dara,FAQ,22/03/2025,2600,2620,2611
"Uttar Pradesh",Mathura,Kosikalan,Brinjal,Brinjal,FAQ,22/03/2025,900,1040,1000
"Uttar Pradesh",Mathura,Kosikalan,Cucumbar(Kheera),Cucumbar,FAQ,22/03/2025,1200,1400,1300
"Uttar Pradesh",Mathura,Kosikalan,"Green Chilli","Green Chilly",FAQ,22/03/2025,2700,2840,2800
"Uttar Pradesh",Mathura,Kosikalan,Mustard,Sarson(Black),FAQ,22/03/2025,5640,5730,5680
"Uttar Pradesh",Mathura,Kosikalan,Tomato,Deshi,FAQ,22/03/2025,650,740,700
"Uttar Pradesh",Mau(Maunathbhanjan),Doharighat,Onion,Red,FAQ,22/03/2025,2900,3000,2970
"Uttar Pradesh",Mau(Maunathbhanjan),Doharighat,Tomato,Deshi,FAQ,22/03/2025,1100,1200,1140
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Banana,Medium,Medium,22/03/2025,1000,1200,1100
"Uttar Pradesh",Mirzapur,Ahirora,Cabbage,Cabbage,FAQ,22/03/2025,700,800,800
"Uttar Pradesh",Mirzapur,Ahirora,Potato,Badshah,Non-FAQ,22/03/2025,1000,1200,1100
"Uttar Pradesh",Pillibhit,Pilibhit,Banana,"Banana - Ripe",Medium,22/03/2025,2650,2740,2690
"Uttar Pradesh",Pillibhit,Pilibhit,"Bottle gourd","Bottle Gourd",FAQ,22/03/2025,1405,1490,1455
"Uttar Pradesh",Pillibhit,Pilibhit,Cauliflower,Local,FAQ,22/03/2025,860,960,910
"Uttar Pradesh",Pillibhit,Pilibhit,Lemon,Lemon,FAQ,22/03/2025,5940,6020,5985
"Uttar Pradesh",Pillibhit,Pilibhit,Potato,Potato,FAQ,22/03/2025,1080,1160,1125
"Uttar Pradesh",Pillibhit,Puranpur,Apple,Delicious,Medium,22/03/2025,8505,8595,8555
"Uttar Pradesh",Pillibhit,Puranpur,Brinjal,Brinjal,FAQ,22/03/2025,1330,1420,1375
"Uttar Pradesh",Pillibhit,Puranpur,Papaya,Papaya,Medium,22/03/2025,2680,2770,2735
"Uttar Pradesh",Pillibhit,Puranpur,Rice,III,FAQ,22/03/2025,3230,3320,3270
"Uttar Pradesh",Pratapgarh,Pratapgarh,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,22/03/2025,12100,12350,12200
"Uttar Pradesh",Pratapgarh,Pratapgarh,"Banana - Green","Banana - Green",FAQ,22/03/2025,1800,1950,1860
"Uttar Pradesh",Pratapgarh,Pratapgarh,"Bengal Gram Dal (Chana Dal)","Bengal Gram Dal",FAQ,22/03/2025,8000,8200,8050
"Uttar Pradesh",Pratapgarh,Pratapgarh,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,22/03/2025,7000,7150,7050
"Uttar Pradesh",Pratapgarh,Pratapgarh,Brinjal,Brinjal,FAQ,22/03/2025,1100,1250,1120
"Uttar Pradesh",Pratapgarh,Pratapgarh,Cabbage,Cabbage,FAQ,22/03/2025,650,850,700
"Uttar Pradesh",Pratapgarh,Pratapgarh,Carrot,Carrot,FAQ,22/03/2025,1050,1250,1120
"Uttar Pradesh",Pratapgarh,Pratapgarh,Cauliflower,Cauliflower,FAQ,22/03/2025,700,850,750
"Uttar Pradesh",Pratapgarh,Pratapgarh,Ginger(Green),"Green Ginger",FAQ,22/03/2025,3800,4100,3850
"Uttar Pradesh",Pratapgarh,Pratapgarh,Gur(Jaggery),Yellow,FAQ,22/03/2025,4200,4400,4300
"Uttar Pradesh",Pratapgarh,Pratapgarh,Raddish,Raddish,FAQ,22/03/2025,1050,1250,1120
"Uttar Pradesh",Pratapgarh,Pratapgarh,Tomato,Deshi,FAQ,22/03/2025,600,850,670
"Uttar Pradesh",Prayagraj,Ajuha,Tomato,Deshi,FAQ,22/03/2025,600,700,650
"Uttar Pradesh",Prayagraj,Allahabad,"Banana - Green","Banana - Green",FAQ,22/03/2025,1850,1970,1900
"Uttar Pradesh",Prayagraj,Allahabad,Cucumbar(Kheera),Cucumbar,FAQ,22/03/2025,1670,1770,1725
"Uttar Pradesh",Prayagraj,Allahabad,Grapes,Green,Medium,22/03/2025,5750,5900,5825
"Uttar Pradesh",Prayagraj,Allahabad,"Green Chilli","Green Chilly",FAQ,22/03/2025,3000,3100,3035
"Uttar Pradesh",Prayagraj,Allahabad,Lemon,Lemon,FAQ,22/03/2025,7050,7200,7150
"Uttar Pradesh",Prayagraj,Allahabad,"Mousambi(Sweet Lime)",Mousambi,Medium,22/03/2025,3500,3600,3545
"Uttar Pradesh",Prayagraj,Allahabad,Papaya,Papaya,Medium,22/03/2025,2600,2700,2650
"Uttar Pradesh",Raebarelli,Lalganj,Cabbage,Cabbage,FAQ,22/03/2025,1050,1150,1100
"Uttar Pradesh",Rampur,Rampur,"Banana - Green","Banana - Green",FAQ,22/03/2025,1820,1910,1860
"Uttar Pradesh",Saharanpur,Chutmalpur,Brinjal,Brinjal,FAQ,22/03/2025,800,900,850
"Uttar Pradesh",Saharanpur,Chutmalpur,Cauliflower,Cauliflower,FAQ,22/03/2025,200,300,250
"Uttar Pradesh",Saharanpur,Chutmalpur,Cucumbar(Kheera),Cucumbar,FAQ,22/03/2025,1050,1250,1150
"Uttar Pradesh",Saharanpur,Chutmalpur,Tomato,Hybrid,FAQ,22/03/2025,900,1100,1000
"Uttar Pradesh",Sambhal,Sambhal,Brinjal,Round/Long,FAQ,22/03/2025,800,900,850
"Uttar Pradesh",Sambhal,Sambhal,Potato,Desi,FAQ,22/03/2025,700,1320,1000
"Uttar Pradesh","Sant Kabir Nagar",Khalilabad,"Bottle gourd","Bottle Gourd",FAQ,22/03/2025,1150,1200,1180
